Site,SRR7666488,SRR7666480,SRR7666591,SRR7666498,SRR7666581,SRR7666588,SRR7666487,SRR7666500,SRR7666592,SRR7666589,SRR7666595,SRR7666482,SRR7666494,SRR7666490,SRR7666354,SRR7666485,SRR7666497,SRR7666355,SRR7666358,SRR7666351,SRR7666586,SRR7666483,SRR7666357,SRR7666352,SRR7666484,SRR7666348,SRR7666583,SRR7666599,SRR7666495,SRR7666596,SRR7666347,SRR7666481,start,end
chr14_68877240_68878988,15.0,,,,14.0,,77.0,15.0,6.0,,,,,,,18.0,,,,,8.0,54.0,,,30.0,,,,,,,,chr14_68877240,chr14_68878988
chr14_68882592_68882872,,,,,28.0,,29.0,,21.0,,,,,,,21.0,,,,,4.0,17.0,,,,,21.0,,,,,,chr14_68882592,chr14_68882872
chr14_68882592_68884167,1.0,,,,,,65.0,,,,,,,,,,,,,,,38.0,,,,,,,,,,,chr14_68882592,chr14_68884167
chr14_69769251_69769510,,,,,9.0,,,,,,,,2.0,,,,,,,,,10.0,,,,,,,,15.0,,,chr14_69769251,chr14_69769510
chr14_69769251_69770466,,28.0,,11.0,,11.0,62.0,14.0,,,18.0,48.0,26.0,19.0,7.0,,,45.0,34.0,38.0,,9.0,15.0,63.0,21.0,,9.0,,8.0,,30.0,,chr14_69769251,chr14_69770466
chr14_69771105_69771193,41.0,7.0,,,,,,,2.0,,,15.0,,,,,,,,,,,,34.0,,,,,,5.0,,8.0,chr14_69771105,chr14_69771193
chr14_69771105_69771196,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,chr14_69771105,chr14_69771196
chr14_70329236_70359518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,4.0,chr14_70329236,chr14_70359518
chr14_70329236_70342657,,,,,,,,,,,,,7.0,,42.0,,,,,,,,6.0,,,,,,,,,,chr14_70329236,chr14_70342657
chr14_70342729_70353135,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,chr14_70342729,chr14_70353135
chr14_70342729_70359518,,,,18.0,,,,,,,,,17.0,,,,8.0,,,,,14.0,,21.0,,,,,2.0,,,,chr14_70342729,chr14_70359518
chr14_72954262_72954385,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,chr14_72954262,chr14_72954385
chr14_72954262_72955522,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,chr14_72954262,chr14_72955522
chr14_73148106_73160008,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr14_73148106,chr14_73160008
chr14_73148106_73170796,,,,,,,,,,,,,,,,,,,,,,,34.0,,,,,,,,,,chr14_73148106,chr14_73170796
chr14_73355766_73366896,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,2.0,,,chr14_73355766,chr14_73366896
chr14_73355766_73409936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,chr14_73355766,chr14_73409936
chr14_73898262_73904901,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,chr14_73898262,chr14_73904901
chr14_73898262_73903959,,12.0,,,,,,,,,,,,,,53.0,,,,,,4.0,,39.0,,,,,,,,,chr14_73898262,chr14_73903959
chr14_73921105_73922065,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,chr14_73921105,chr14_73922065
chr14_73921105_73923394,,11.0,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,chr14_73921105,chr14_73923394
chr14_75525188_75546461,,,12.0,,,8.0,,,,,,,7.0,,,,,,,,,,,,,,,,,2.0,,,chr14_75525188,chr14_75546461
chr14_75525188_75559627,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr14_75525188,chr14_75559627
chr14_75690322_75699184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,chr14_75690322,chr14_75699184
chr14_75690322_75699187,,7.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr14_75690322,chr14_75699187
chr14_77462242_77462641,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,8.0,,,,chr14_77462242,chr14_77462641
chr14_77462242_77464597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,chr14_77462242,chr14_77464597
chr14_77715879_77717495,,,,,,14.0,,,,2.0,,1.0,5.0,,,,37.0,,,17.0,1.0,,50.0,,,52.0,,7.0,17.0,1.0,25.0,,chr14_77715879,chr14_77717495
chr14_77715879_77720515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,chr14_77715879,chr14_77720515
chr14_77720828_77730987,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,chr14_77720828,chr14_77730987
chr14_77720828_77723180,,,,,,,,,,,,,,,,,,,,,,,,45.0,11.0,,1.0,,6.0,,,,chr14_77720828,chr14_77723180
chr14_88596808_88601923,11.0,,,,,,,,,,,,,,,,,,5.0,,,,2.0,,,,,,,,,,chr14_88596808,chr14_88601923
chr14_88596808_88607242,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,chr14_88596808,chr14_88607242
chr14_88609403_88609711,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,chr14_88609403,chr14_88609711
chr14_88609403_88609714,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr14_88609403,chr14_88609714
chr14_89954001_89954354,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,chr14_89954001,chr14_89954354
chr14_89954001_89954585,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr14_89954001,chr14_89954585
chr14_89955970_89963107,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,chr14_89955970,chr14_89963107
chr14_89955970_89956577,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,chr14_89955970,chr14_89956577
chr14_91783210_91783834,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,chr14_91783210,chr14_91783834
chr14_91783210_91785161,,,,,,,,8.0,,,,,5.0,,,,,,,,,,,,,,4.0,,,,,,chr14_91783210,chr14_91785161
chr14_92093831_92096092,,,,,,,,,,,,,,,79.0,,,,,,,,,,,,,,,,,,chr14_92093831,chr14_92096092
chr14_92093831_92096673,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,chr14_92093831,chr14_92096673
chr14_92704361_92704639,,,,,6.0,3.0,14.0,,,,,,6.0,,,26.0,,,,,,,36.0,,,,,11.0,,,56.0,23.0,chr14_92704361,chr14_92704639
chr14_92704361_92706482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,chr14_92704361,chr14_92706482
chr14_94062621_94081118,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr14_94062621,chr14_94081118
chr14_94062621_94079024,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,7.0,,,,,,chr14_94062621,chr14_94079024
chr14_94110797_94114850,,,,,,,,,,,,,,,,,,,,,,,,29.0,,,,,,,66.0,,chr14_94110797,chr14_94114850
chr14_94110797_94115780,,,,,,,,,,,,,,,,,,,,61.0,,,,,,,,,,,,,chr14_94110797,chr14_94115780
chr14_94110797_94111624,,,,,,,,,,,,,,,21.0,,,91.0,,35.0,,,,55.0,,,,,,,257.0,,chr14_94110797,chr14_94111624
chr14_94110797_94111658,,,,,,,,,,,,,,,255.0,,,129.0,,109.0,,,,,,,,,,,76.0,,chr14_94110797,chr14_94111658
chr14_94111773_94114850,,,,,,,,,,,,,,,182.0,,,325.0,,208.0,,,,,,,,,,,313.0,,chr14_94111773,chr14_94114850
chr14_94111773_94114854,,,,,,,,,,,,,,,,,,,,,,,,39.0,,,,,,,,,chr14_94111773,chr14_94114854
chr14_94111773_94115780,,,,,,,,,,,,,,,73.0,,,,,,,,,,,,,,,,,,chr14_94111773,chr14_94115780
chr14_94114880_94115780,,,,,,,,,,,,,,,140.0,,,228.0,,118.0,,,,,,,,,,,215.0,,chr14_94114880,chr14_94115780
chr14_94114880_94115858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,,chr14_94114880,chr14_94115858
chr14_94383241_94388559,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr14_94383241,chr14_94388559
chr14_94383241_94390456,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,chr14_94383241,chr14_94390456
chr14_94581490_94587345,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr14_94581490,chr14_94587345
chr14_94581490_94581614,3.0,,13.0,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,chr14_94581490,chr14_94581614
chr14_94615084_94619194,,,37.0,,,19.0,,29.0,,,,,8.0,,,,,,,,17.0,,,,,,105.0,18.0,80.0,10.0,,67.0,chr14_94615084,chr14_94619194
chr14_94615084_94622340,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,chr14_94615084,chr14_94622340
chr14_96525391_96527429,,54.0,,,9.0,8.0,,29.0,,,,,1.0,,,,,,,,,72.0,10.0,,,,5.0,17.0,17.0,,,5.0,chr14_96525391,chr14_96527429
chr14_96525391_96527952,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,chr14_96525391,chr14_96527952
chr14_96542893_96544148,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,chr14_96542893,chr14_96544148
chr14_96542893_96547796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,chr14_96542893,chr14_96547796
chr14_96552622_96555846,,12.0,,,,5.0,,7.0,8.0,,,,,,,,,,,,1.0,6.0,14.0,27.0,,,,,,3.0,,1.0,chr14_96552622,chr14_96555846
chr14_96552622_96555849,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,chr14_96552622,chr14_96555849
chr14_96556413_96562818,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,chr14_96556413,chr14_96562818
chr14_96556413_96560648,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,chr14_96556413,chr14_96560648
chr14_96556413_96564954,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr14_96556413,chr14_96564954
chr15_101285801_101286907,,,1.0,,,,,6.0,,,,,,,,,,,,,,,,,18.0,,,,,,,,chr15_101285801,chr15_101286907
chr15_101285801_101286213,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,chr15_101285801,chr15_101286213
chr15_101650161_101651695,,,,,,,,,,,,5.0,8.0,25.0,,,,,,,,,,,,,1.0,,,,,,chr15_101650161,chr15_101651695
chr15_101650161_101652270,,,,,,,16.0,,,,,,,,,,,35.0,,,,,,,,,,,,,,,chr15_101650161,chr15_101652270
chr15_22838921_22839654,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,chr15_22838921,chr15_22839654
chr15_22838921_22851638,,,,,,,,,,,,6.0,4.0,,,,,,,,1.0,,,28.0,,,,,1.0,,,,chr15_22838921,chr15_22851638
chr15_24955062_24958737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,chr15_24955062,chr15_24958737
chr15_24955062_24962113,,,,,2.0,,,,,,,,,,,,,48.0,,14.0,,,,,,,1.0,,,,,,chr15_24955062,chr15_24962113
chr15_25093974_25095626,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr15_25093974,chr15_25095626
chr15_25093974_25095648,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,chr15_25093974,chr15_25095648
chr15_25117515_25118270,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,chr15_25117515,chr15_25118270
chr15_25117515_25118267,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr15_25117515,chr15_25118267
chr15_32537006_32575570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,chr15_32537006,chr15_32575570
chr15_32537006_32575916,27.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,chr15_32537006,chr15_32575916
chr15_32576000_32579707,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,chr15_32576000,chr15_32579707
chr15_32576000_32586022,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr15_32576000,chr15_32586022
chr15_34227846_34228428,,31.0,27.0,7.0,,39.0,,,8.0,16.0,,18.0,25.0,11.0,,35.0,,,,,,17.0,49.0,68.0,81.0,,8.0,12.0,,2.0,,7.0,chr15_34227846,chr15_34228428
chr15_34227846_34229752,,,,,,,,2.0,,,,,,,,22.0,,,,,,,,,,,,,,,,,chr15_34227846,chr15_34229752
chr15_34551276_34552894,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,chr15_34551276,chr15_34552894
chr15_34551276_34553744,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,chr15_34551276,chr15_34553744
chr15_39582752_39583616,48.0,,,,19.0,,18.0,,37.0,,,,,3.0,,,,,,,,,,,,,,,,,,,chr15_39582752,chr15_39583616
chr15_39582752_39583987,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,chr15_39582752,chr15_39583987
chr15_39583692_39583994,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,chr15_39583692,chr15_39583994
chr15_39583692_39583987,61.0,,,,39.0,,36.0,,38.0,,4.0,,9.0,4.0,,,,,,,,20.0,,,,,,,,,,,chr15_39583692,chr15_39583987
chr15_39588218_39588525,52.0,,,,22.0,,28.0,,35.0,,,,8.0,,,,,,,,,,,,,,,,,2.0,,,chr15_39588218,chr15_39588525
chr15_39588218_39588958,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,chr15_39588218,chr15_39588958
chr15_42457158_42466052,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,35.0,,chr15_42457158,chr15_42466052
chr15_42457158_42472235,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,chr15_42457158,chr15_42472235
chr15_42515354_42528261,,,,,,9.0,,,,,,9.0,,,83.0,,,,,,,,,,17.0,,,8.0,,,,,chr15_42515354,chr15_42528261
chr15_42515354_42545135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,chr15_42515354,chr15_42545135
chr15_43185879_43186153,,,,,,,,,,,7.0,52.0,14.0,,,,,,,,,,23.0,81.0,,,,,,,218.0,,chr15_43185879,chr15_43186153
chr15_43185879_43189198,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,chr15_43185879,chr15_43189198
chr15_43192803_43194414,,,,,,,,,,,,73.0,23.0,,,,,,,,,,32.0,28.0,,,,,,,101.0,,chr15_43192803,chr15_43194414
chr15_43192803_43194080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,chr15_43192803,chr15_43194080
chr15_43558932_43663653,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,chr15_43558932,chr15_43663653
chr15_43558932_43668027,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,chr15_43558932,chr15_43668027
chr15_43647467_43647916,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,chr15_43647467,chr15_43647916
chr15_43647467_43745021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,chr15_43647467,chr15_43745021
chr15_43793083_43793686,,,,,,,,7.0,,,,9.0,,,,,,,,,,,,,,,,,,,,,chr15_43793083,chr15_43793686
chr15_43793083_43793709,6.0,3.0,,16.0,,,5.0,2.0,,14.0,9.0,31.0,33.0,,88.0,14.0,25.0,71.0,59.0,10.0,,,73.0,77.0,25.0,124.0,,1.0,35.0,,85.0,,chr15_43793083,chr15_43793709
chr15_47766677_47767036,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr15_47766677,chr15_47767036
chr15_47766677_47770496,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,chr15_47766677,chr15_47770496
chr15_48336090_48341288,,27.0,,27.0,,14.0,,,,,8.0,13.0,,,,,,,,,16.0,,,,,,,,12.0,,,,chr15_48336090,chr15_48341288
chr15_48336090_48336543,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,chr15_48336090,chr15_48336543
chr15_49319805_49327955,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,chr15_49319805,chr15_49327955
chr15_49319805_49327951,,,,,,1.0,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,chr15_49319805,chr15_49327951
chr15_50424514_50432337,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,chr15_50424514,chr15_50432337
chr15_50424514_50439008,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,,,,,,,chr15_50424514,chr15_50439008
chr15_50424654_50432337,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr15_50424654,chr15_50432337
chr15_50424654_50439008,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,chr15_50424654,chr15_50439008
chr15_50449485_50454472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,chr15_50449485,chr15_50454472
chr15_50449485_50458999,,4.0,1.0,,,,,,7.0,,,,8.0,,,,,,18.0,,,,,,40.0,65.0,3.0,9.0,,,,,chr15_50449485,chr15_50458999
chr15_52557222_52560090,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,chr15_52557222,chr15_52560090
chr15_52557222_52568847,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,chr15_52557222,chr15_52568847
chr15_55234956_55289715,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr15_55234956,chr15_55289715
chr15_55234956_55270164,,,16.0,,,3.0,,,,,,22.0,,,,,,,,,,,17.0,,,,,,,,,,chr15_55234956,chr15_55270164
chr15_55339318_55340611,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,chr15_55339318,chr15_55340611
chr15_55339318_55340656,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,chr15_55339318,chr15_55340656
chr15_58640960_58643885,,,,,,,,,,,,,4.0,,,,,,,,,,,42.0,,4.0,2.0,,,,,,chr15_58640960,chr15_58643885
chr15_58640960_58646054,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,chr15_58640960,chr15_58646054
chr15_60347689_60349074,,61.0,142.0,33.0,34.0,696.0,118.0,213.0,,84.0,53.0,29.0,559.0,2.0,519.0,107.0,135.0,454.0,453.0,447.0,45.0,38.0,710.0,315.0,27.0,816.0,329.0,182.0,251.0,300.0,882.0,106.0,chr15_60347689,chr15_60349074
chr15_60347689_60351192,,,,,,5.0,,,,,,,,,,,,,28.0,,,,27.0,,,,,,,,,,chr15_60347689,chr15_60351192
chr15_60386086_60397870,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,chr15_60386086,chr15_60397870
chr15_60386086_60396279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,chr15_60386086,chr15_60396279
chr15_60386086_60397257,,3.0,,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,22.0,,chr15_60386086,chr15_60397257
chr15_60386086_60393037,,,3.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,chr15_60386086,chr15_60393037
chr15_60386086_60396150,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,chr15_60386086,chr15_60396150
chr15_60386086_60390212,,,,,,,,,,,,,,,,,,,,,,,6.0,16.0,,,,,,,,,chr15_60386086,chr15_60390212
chr15_60396427_60397257,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,chr15_60396427,chr15_60397257
chr15_60396427_60397942,,,,,,,,15.0,,,,,,,,,,,1.0,44.0,,,,,,,,,,,,,chr15_60396427,chr15_60397942
chr15_63042943_63043705,,,,,5.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,chr15_63042943,chr15_63043705
chr15_63042943_63044026,8.0,,,,5.0,2.0,43.0,,,,,,,,,10.0,,,,,,5.0,,21.0,,,16.0,,,,,9.0,chr15_63042943,chr15_63044026
chr15_63060939_63061197,,,,,3.0,34.0,72.0,,,3.0,,,7.0,,,29.0,,,,,,14.0,,,,,33.0,10.0,13.0,21.0,1.0,,chr15_63060939,chr15_63061197
chr15_63060939_63061712,,,,,,,24.0,,,,,,,,,25.0,,,,,,,,,,,,,,,,,chr15_63060939,chr15_63061712
chr15_63061273_63062214,,,1.0,,17.0,46.0,79.0,,,7.0,,39.0,15.0,,,,,,,,,,,,,,,26.0,29.0,31.0,51.0,23.0,chr15_63061273,chr15_63062214
chr15_63061273_63061712,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,chr15_63061273,chr15_63061712
chr15_63062645_63065895,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,chr15_63062645,chr15_63065895
chr15_63062645_63071089,,,7.0,,,13.0,77.0,,,,,,8.0,,,62.0,,,,,,9.0,,,,,,2.0,,15.0,,10.0,chr15_63062645,chr15_63071089
chr15_63189748_63223041,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,chr15_63189748,chr15_63223041
chr15_63189748_63244755,,,,,,,,,,,,,,,,,,,12.0,,,,4.0,18.0,,,,,,,,,chr15_63189748,chr15_63244755
chr15_63327233_63328097,,,1.0,,,,,,,,,,14.0,,,,,,,,,,,,,30.0,,,,,,9.0,chr15_63327233,chr15_63328097
chr15_63327233_63338818,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,chr15_63327233,chr15_63338818
chr15_64691591_64695963,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,chr15_64691591,chr15_64695963
chr15_64691591_64703028,4.0,,,8.0,,,12.0,,,,,,,,,,,,,26.0,,,,,,,,9.0,,,,,chr15_64691591,chr15_64703028
chr15_65263320_65286252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,chr15_65263320,chr15_65286252
chr15_65263320_65266561,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,38.0,,chr15_65263320,chr15_65266561
chr15_65454415_65463760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,chr15_65454415,chr15_65463760
chr15_65454415_65456224,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,chr15_65454415,chr15_65456224
chr15_66501504_66501787,29.0,,7.0,140.0,36.0,19.0,18.0,76.0,,,2.0,33.0,30.0,15.0,,28.0,42.0,36.0,32.0,59.0,66.0,16.0,109.0,,,60.0,1.0,,34.0,19.0,,8.0,chr15_66501504,chr15_66501787
chr15_66501504_66502611,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,chr15_66501504,chr15_66502611
chr15_68784595_68787412,,,,22.0,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,chr15_68784595,chr15_68787412
chr15_68784595_68787769,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,chr15_68784595,chr15_68787769
chr15_69453020_69453646,55.0,40.0,11.0,9.0,40.0,41.0,,64.0,9.0,62.0,78.0,61.0,58.0,122.0,61.0,46.0,41.0,,29.0,,44.0,48.0,92.0,69.0,,,19.0,32.0,39.0,40.0,,5.0,chr15_69453020,chr15_69453646
chr15_69453020_69455169,,,,,,,,,1.0,,,5.0,,,,,,,,,,7.0,,,,,,,,,,,chr15_69453020,chr15_69455169
chr15_72200655_72202453,,,3.0,,,,,,,,,,5.0,,,,,,,,,,3.0,,,,6.0,,,,,,chr15_72200655,chr15_72202453
chr15_72200655_72203021,4.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,chr15_72200655,chr15_72203021
chr15_72353178_72355558,,,,,,,,,10.0,,,,,,,,,,,,4.0,,,,,,,,,,,,chr15_72353178,chr15_72355558
chr15_72353178_72353690,,,,25.0,,,,,,,,,3.0,,,,,,,,,,,,,,,6.0,,,13.0,,chr15_72353178,chr15_72353690
chr15_72356617_72362375,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,chr15_72356617,chr15_72362375
chr15_72356617_72375719,8.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr15_72356617,chr15_72375719
chr15_75338685_75338984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,chr15_75338685,chr15_75338984
chr15_75338685_75339036,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,chr15_75338685,chr15_75339036
chr15_75414311_75422646,,,,,,2.0,,,4.0,,,,,11.0,,,,,22.0,,,,,,,,,,,,,,chr15_75414311,chr15_75422646
chr15_75414311_75430186,,,,,,,,,,,,,,,,,,,,,,,,28.0,,,,,,,,,chr15_75414311,chr15_75430186
chr15_75430408_75443333,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,chr15_75430408,chr15_75443333
chr15_75430408_75451422,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,7.0,chr15_75430408,chr15_75451422
chr15_75621056_75625665,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,chr15_75621056,chr15_75625665
chr15_75621056_75622341,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,chr15_75621056,chr15_75622341
chr15_75854487_75859877,,25.0,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr15_75854487,chr15_75859877
chr15_75854487_75868950,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,chr15_75854487,chr15_75868950
chr15_76292700_76295590,,,,,,,,,,,,,7.0,,,,,,,,,,,,,69.0,3.0,6.0,,4.0,,,chr15_76292700,chr15_76295590
chr15_76292700_76311349,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,chr15_76292700,chr15_76311349
chr15_76765454_76765562,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,chr15_76765454,chr15_76765562
chr15_76765454_76766917,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr15_76765454,chr15_76766917
chr15_76767088_76771723,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr15_76767088,chr15_76771723
chr15_76767088_76771741,,,,,,,8.0,,,,,,7.0,,,,,,,,,,,,,,,,,,,,chr15_76767088,chr15_76771741
chr15_76883876_76905298,5.0,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,chr15_76883876,chr15_76905298
chr15_76883876_76905192,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr15_76883876,chr15_76905192
chr15_77464387_77467094,14.0,,,,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,,,chr15_77464387,chr15_77467094
chr15_77464387_77467182,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr15_77464387,chr15_77467182
chr15_78542219_78542482,11.0,17.0,,,,4.0,,37.0,,,6.0,8.0,,,,,29.0,,,62.0,,30.0,20.0,,41.0,,,,16.0,,,6.0,chr15_78542219,chr15_78542482
chr15_78542219_78544189,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chr15_78542219,chr15_78544189
chr15_78893627_78894057,,,,,,,16.0,,,,,2.0,13.0,,3.0,,,,,,,,53.0,42.0,,,,,,,,,chr15_78893627,chr15_78894057
chr15_78893627_78894819,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,chr15_78893627,chr15_78894819
chr15_79845442_79889092,16.0,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,chr15_79845442,chr15_79889092
chr15_79845442_79896871,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,chr15_79845442,chr15_79896871
chr15_79889354_79896790,20.0,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,chr15_79889354,chr15_79896790
